Furniture_Type,Material,Condition,Age_Years,Original_Price_INR,Brand,Location_Type,Selling_Price_INR
Table,Wood,Average,3,28979,Urban Ladder,Urban,36350
Sofa,Metal,Poor,12,64516,IKEA,Rural,55549
Cabinet,Glass,Poor,12,51741,Local,Rural,60005
Sofa,Metal,Average,13,68035,Local,Semi-Urban,3203
Bed,Fabric,Average,3,60133,Nilkamal,Urban,6727
Bed,Wood,Excellent,6,16360,IKEA,Rural,45839
Sofa,Glass,Poor,7,69939,IKEA,Rural,9831
Desk,Glass,Average,12,39088,IKEA,Urban,54084
Wardrobe,Wood,Good,7,83318,Local,Rural,67694
Sofa,Plastic,Excellent,7,17020,IKEA,Urban,6161
Chair,Plastic,Poor,13,10420,IKEA,Rural,31722
Table,Metal,Average,13,36637,IKEA,Urban,64896
Wardrobe,Wood,Excellent,11,42210,IKEA,Semi-Urban,53400
Chair,Wood,Excellent,13,34453,Nilkamal,Rural,26477
Wardrobe,Fabric,Good,8,12275,Local,Rural,2351
Chair,Plastic,Excellent,0,33052,Godrej,Rural,5368
Table,Plastic,Poor,8,36741,Nilkamal,Urban,12870
Table,Wood,Average,9,34613,IKEA,Rural,17183
Bed,Metal,Excellent,7,51162,Godrej,Rural,68822
Desk,Wood,Excellent,0,35199,Urban Ladder,Urban,5248
Chair,Metal,Poor,6,20572,Godrej,Rural,39574
Bed,Plastic,Good,8,8147,Nilkamal,Rural,53522
Chair,Fabric,Good,3,6443,Local,Urban,31622
Bed,Glass,Average,12,74220,Nilkamal,Urban,38146
Table,Plastic,Poor,14,16595,Local,Urban,5416
Wardrobe,Metal,Good,12,69857,Local,Rural,34926
Cabinet,Wood,Average,8,17810,Local,Semi-Urban,59027
Bed,Plastic,Average,0,9740,Urban Ladder,Urban,23303
Chair,Fabric,Good,8,35712,Godrej,Rural,40201
Chair,Metal,Poor,5,8468,Nilkamal,Semi-Urban,55083
Cabinet,Wood,Excellent,3,82054,Nilkamal,Semi-Urban,34670
Desk,Glass,Good,11,15704,Local,Urban,58816
Table,Metal,Excellent,11,68974,Urban Ladder,Urban,34873
Chair,Wood,Excellent,4,68700,Urban Ladder,Urban,31087
Sofa,Glass,Poor,14,8678,IKEA,Urban,54662
Wardrobe,Wood,Poor,6,67882,Urban Ladder,Urban,34890
Bed,Glass,Average,9,59987,Local,Rural,62178
Desk,Glass,Poor,12,39105,Local,Rural,52485
Cabinet,Glass,Average,3,20371,Godrej,Urban,60096
Wardrobe,Wood,Good,7,38297,Local,Rural,26314
Table,Glass,Excellent,2,89532,Godrej,Urban,7208
Desk,Metal,Poor,1,31753,Urban Ladder,Urban,24585
Bed,Fabric,Good,0,88765,IKEA,Semi-Urban,24783
Bed,Fabric,Average,13,8756,Nilkamal,Urban,53084
Cabinet,Glass,Poor,12,43873,Local,Semi-Urban,55690
Sofa,Fabric,Excellent,5,63630,Urban Ladder,Rural,40774
Cabinet,Fabric,Good,1,27603,Local,Urban,27240
Table,Glass,Poor,7,26308,Godrej,Semi-Urban,10668
Desk,Glass,Poor,14,34256,Urban Ladder,Semi-Urban,43419
Desk,Metal,Good,10,58814,Nilkamal,Rural,23455
Chair,Plastic,Average,9,35961,Godrej,Semi-Urban,66066
Sofa,Wood,Average,12,54641,Urban Ladder,Urban,45638
Sofa,Glass,Poor,3,29433,Nilkamal,Urban,36602
Desk,Glass,Average,8,32731,Godrej,Semi-Urban,56681
Desk,Fabric,Average,3,9401,Nilkamal,Urban,12976
Wardrobe,Metal,Good,3,21445,Urban Ladder,Urban,50225
Wardrobe,Fabric,Average,12,78418,Godrej,Semi-Urban,65888
Wardrobe,Glass,Average,11,64012,IKEA,Rural,10385
Sofa,Glass,Good,7,74819,Local,Rural,9872
Chair,Fabric,Poor,11,28970,IKEA,Urban,27264
Bed,Glass,Poor,12,65890,Nilkamal,Semi-Urban,28518
Wardrobe,Plastic,Good,7,14360,Urban Ladder,Urban,42189
Chair,Wood,Excellent,4,57613,Local,Urban,24722
Cabinet,Wood,Good,2,67357,Urban Ladder,Semi-Urban,35457
Table,Wood,Excellent,11,35235,Nilkamal,Rural,46195
Wardrobe,Plastic,Average,1,84395,Urban Ladder,Urban,6504
Cabinet,Glass,Poor,14,76135,Godrej,Rural,31973
Bed,Fabric,Excellent,8,13428,Godrej,Urban,45834
Table,Metal,Excellent,13,50185,Nilkamal,Semi-Urban,19118
Table,Glass,Average,8,72419,Urban Ladder,Semi-Urban,11344
Bed,Plastic,Poor,4,88171,Nilkamal,Rural,34277
Wardrobe,Plastic,Average,13,40821,Local,Urban,6548
Sofa,Wood,Poor,12,51001,Urban Ladder,Semi-Urban,21455
Bed,Glass,Poor,14,80660,Godrej,Urban,8786
Bed,Wood,Average,7,87934,IKEA,Urban,5202
Bed,Metal,Excellent,6,42633,Godrej,Rural,49510
Table,Wood,Good,2,17407,Urban Ladder,Urban,50064
Chair,Metal,Poor,11,21080,Urban Ladder,Urban,65114
Cabinet,Plastic,Poor,4,76860,Urban Ladder,Rural,30399
Sofa,Wood,Good,14,10407,Urban Ladder,Semi-Urban,15026
Wardrobe,Wood,Good,12,43013,Local,Urban,38743
Wardrobe,Fabric,Average,8,40433,IKEA,Urban,36647
Cabinet,Plastic,Poor,3,66948,Godrej,Semi-Urban,43385
Chair,Fabric,Average,2,7220,Local,Rural,28540
Bed,Metal,Good,6,65474,Nilkamal,Semi-Urban,20781
Sofa,Metal,Average,7,80267,Urban Ladder,Urban,37535
Wardrobe,Plastic,Poor,4,79716,Godrej,Urban,40374
Cabinet,Metal,Excellent,12,25554,Nilkamal,Rural,5834
Desk,Plastic,Excellent,7,81030,IKEA,Rural,5589
Cabinet,Metal,Poor,4,80021,Godrej,Semi-Urban,20001
Wardrobe,Glass,Average,8,68847,Local,Rural,11490
Bed,Wood,Good,6,29361,Nilkamal,Semi-Urban,5614
Desk,Glass,Good,4,84103,Godrej,Semi-Urban,66251
Chair,Plastic,Excellent,12,18980,Local,Urban,50849
Sofa,Plastic,Average,8,53748,Urban Ladder,Semi-Urban,33236
Chair,Glass,Good,4,68657,Godrej,Semi-Urban,2266
Chair,Wood,Good,7,36518,Urban Ladder,Rural,36686
Cabinet,Wood,Poor,11,52257,Nilkamal,Rural,40256
Sofa,Fabric,Average,3,9934,Nilkamal,Urban,64482
Sofa,Metal,Average,8,77787,Nilkamal,Urban,39853
Wardrobe,Fabric,Good,11,80895,Urban Ladder,Urban,13336
Wardrobe,Wood,Average,5,15855,Urban Ladder,Semi-Urban,29360
Sofa,Glass,Average,5,20628,Local,Rural,23687
Desk,Metal,Average,13,26249,Godrej,Semi-Urban,65982
Table,Glass,Poor,2,39050,Local,Urban,12940
Wardrobe,Fabric,Good,12,5275,Urban Ladder,Rural,63146
Table,Plastic,Excellent,2,88728,Godrej,Semi-Urban,27343
Cabinet,Glass,Average,3,3765,Nilkamal,Rural,26053
Desk,Fabric,Good,0,56734,Local,Semi-Urban,10370
Sofa,Fabric,Excellent,5,86417,Local,Urban,36529
Desk,Fabric,Poor,0,40834,Local,Semi-Urban,31697
Wardrobe,Plastic,Good,10,29999,Urban Ladder,Semi-Urban,28938
Chair,Plastic,Poor,3,42142,Godrej,Urban,54816
Cabinet,Plastic,Good,14,80419,Nilkamal,Urban,15373
Sofa,Metal,Poor,12,12295,Urban Ladder,Semi-Urban,45807
Bed,Plastic,Good,6,59929,Nilkamal,Semi-Urban,19539
Cabinet,Plastic,Poor,11,32867,IKEA,Semi-Urban,18850
Table,Plastic,Excellent,5,9286,IKEA,Urban,60019
Desk,Glass,Good,7,29290,Nilkamal,Urban,47712
Sofa,Plastic,Excellent,3,7149,IKEA,Urban,53935
Cabinet,Metal,Average,8,62587,Godrej,Rural,63954
Desk,Fabric,Excellent,9,70881,Godrej,Rural,32987
Sofa,Glass,Good,7,24933,Urban Ladder,Urban,64834
Wardrobe,Wood,Excellent,13,77306,Nilkamal,Rural,15959
Cabinet,Plastic,Good,14,21082,Urban Ladder,Rural,24205
Wardrobe,Fabric,Poor,4,13863,Godrej,Semi-Urban,24990
Cabinet,Fabric,Average,13,9984,Godrej,Semi-Urban,64716
Wardrobe,Glass,Excellent,5,58189,Godrej,Semi-Urban,60093
Desk,Wood,Average,4,41024,Local,Rural,38526
Bed,Metal,Excellent,14,52430,IKEA,Rural,64896
Cabinet,Fabric,Good,5,70004,Urban Ladder,Semi-Urban,34760
Cabinet,Fabric,Excellent,0,12132,Urban Ladder,Semi-Urban,44662
Wardrobe,Fabric,Average,3,38086,Godrej,Urban,37598
Sofa,Fabric,Excellent,8,17462,Local,Rural,12993
Cabinet,Glass,Average,3,49349,Urban Ladder,Semi-Urban,15935
Wardrobe,Wood,Average,1,25323,Urban Ladder,Semi-Urban,24762
Chair,Fabric,Good,5,21167,Local,Semi-Urban,37561
Wardrobe,Metal,Poor,1,13067,Godrej,Rural,68075
Desk,Metal,Poor,2,58782,Local,Semi-Urban,54520
Bed,Plastic,Excellent,6,64987,IKEA,Semi-Urban,4265
Chair,Fabric,Average,3,6226,Urban Ladder,Semi-Urban,67647
Desk,Fabric,Good,0,80456,IKEA,Semi-Urban,12275
Desk,Fabric,Poor,8,28561,Urban Ladder,Semi-Urban,40969
Desk,Fabric,Good,5,39738,IKEA,Urban,63179
Sofa,Fabric,Good,8,78794,Urban Ladder,Semi-Urban,38339
Desk,Metal,Average,2,34655,Godrej,Urban,59508
Sofa,Wood,Excellent,4,21854,Nilkamal,Rural,19474
Desk,Wood,Average,8,58046,Local,Rural,20252
Table,Plastic,Poor,5,51675,Urban Ladder,Rural,48247
Chair,Metal,Poor,1,88714,Local,Rural,33028
Table,Fabric,Good,14,87811,Urban Ladder,Rural,59771
Desk,Wood,Average,0,78411,Nilkamal,Semi-Urban,8393
Chair,Glass,Average,8,47133,Godrej,Semi-Urban,30351
Chair,Glass,Good,0,38915,Godrej,Rural,68890
Cabinet,Glass,Excellent,13,66388,Local,Semi-Urban,52341
Bed,Fabric,Good,14,80789,Nilkamal,Urban,51368
Table,Fabric,Good,4,31737,Local,Urban,39655
Bed,Plastic,Poor,0,10901,Godrej,Semi-Urban,25585
Chair,Plastic,Average,4,86094,IKEA,Rural,38369
Sofa,Plastic,Poor,4,87869,Local,Rural,69631
Chair,Glass,Good,6,13001,Urban Ladder,Urban,10329
Bed,Fabric,Average,6,34811,Godrej,Semi-Urban,30629
Table,Glass,Good,10,62489,Urban Ladder,Urban,27840
Desk,Plastic,Good,9,40896,Nilkamal,Semi-Urban,23702
Cabinet,Fabric,Excellent,0,63919,Godrej,Rural,69654
Cabinet,Metal,Poor,8,43927,Godrej,Urban,5051
Cabinet,Wood,Poor,0,35330,Local,Semi-Urban,28191
Desk,Wood,Good,4,74696,Local,Rural,25871
Cabinet,Plastic,Excellent,6,46570,Urban Ladder,Semi-Urban,50771
Table,Glass,Good,11,29851,Local,Rural,51526
Desk,Metal,Good,7,24185,IKEA,Semi-Urban,20878
Cabinet,Fabric,Good,1,78543,Godrej,Urban,16181
Desk,Glass,Excellent,13,73893,Nilkamal,Semi-Urban,62160
Bed,Plastic,Average,0,59700,Godrej,Urban,56437
Table,Glass,Excellent,3,86330,Urban Ladder,Urban,11430
Wardrobe,Plastic,Good,11,73300,Local,Urban,4175
Sofa,Wood,Average,14,83125,Godrej,Rural,20545
Cabinet,Wood,Good,3,63723,Local,Urban,64323
Sofa,Glass,Excellent,9,13037,Urban Ladder,Urban,43831
Desk,Metal,Excellent,11,37105,Local,Urban,23440
Sofa,Fabric,Average,5,8420,Nilkamal,Rural,48531
Table,Plastic,Excellent,0,85037,Urban Ladder,Semi-Urban,18158
Table,Fabric,Good,13,12779,Godrej,Rural,45137
Chair,Wood,Average,0,14444,Godrej,Rural,67104
Cabinet,Metal,Poor,2,70062,Nilkamal,Semi-Urban,38672
Chair,Metal,Good,4,47527,IKEA,Semi-Urban,10269
Sofa,Fabric,Poor,11,75623,Local,Urban,32727
Wardrobe,Wood,Average,5,11793,Godrej,Urban,38539
Chair,Fabric,Average,4,39382,Nilkamal,Semi-Urban,15618
Chair,Glass,Good,12,5149,Local,Semi-Urban,41124
Table,Metal,Excellent,12,88221,Urban Ladder,Rural,10866
Wardrobe,Metal,Good,12,44347,Nilkamal,Rural,32407
Desk,Glass,Excellent,4,55832,Urban Ladder,Rural,50881
Sofa,Wood,Excellent,8,82551,Urban Ladder,Semi-Urban,44405
Chair,Metal,Good,1,22666,Urban Ladder,Urban,54636
Wardrobe,Plastic,Average,11,5696,Local,Rural,27280
Cabinet,Plastic,Good,11,35173,IKEA,Rural,5288
Wardrobe,Wood,Poor,0,15626,Urban Ladder,Semi-Urban,15281
Sofa,Glass,Average,5,50287,Godrej,Rural,11119
Wardrobe,Fabric,Excellent,8,56303,Local,Semi-Urban,26553
Wardrobe,Wood,Average,6,83850,Local,Urban,36222
Wardrobe,Fabric,Good,7,47793,Urban Ladder,Rural,68092
Cabinet,Wood,Average,4,34291,Godrej,Rural,4140
Chair,Plastic,Excellent,9,49207,Nilkamal,Rural,54183
Sofa,Glass,Excellent,3,36484,Local,Semi-Urban,5927
Cabinet,Plastic,Average,5,8758,Urban Ladder,Semi-Urban,66649
Wardrobe,Glass,Poor,2,67495,Urban Ladder,Urban,67568
Wardrobe,Fabric,Excellent,0,35251,IKEA,Semi-Urban,28128
Chair,Wood,Poor,10,55807,IKEA,Rural,21152
Sofa,Metal,Excellent,3,79719,Nilkamal,Rural,28961
Table,Metal,Average,8,83616,Nilkamal,Semi-Urban,56366
Cabinet,Glass,Excellent,3,54774,Nilkamal,Urban,50375
Chair,Glass,Poor,0,77615,Nilkamal,Semi-Urban,32387
Sofa,Plastic,Poor,13,89262,Urban Ladder,Semi-Urban,30313
Cabinet,Metal,Average,3,54641,Urban Ladder,Rural,46930
Wardrobe,Plastic,Poor,6,21306,Urban Ladder,Rural,17182
Sofa,Fabric,Poor,2,74814,Godrej,Rural,57190
Sofa,Metal,Average,9,60267,Nilkamal,Semi-Urban,40068
Desk,Fabric,Excellent,5,60201,Godrej,Semi-Urban,6643
Sofa,Wood,Average,14,39797,Local,Urban,27782
Table,Plastic,Excellent,13,6063,Local,Rural,36424
Sofa,Glass,Excellent,0,46147,Urban Ladder,Urban,27301
Table,Metal,Excellent,10,61827,Local,Rural,57592
Wardrobe,Plastic,Good,3,72428,Urban Ladder,Urban,3549
Table,Glass,Excellent,2,86657,Nilkamal,Rural,53465
Cabinet,Wood,Average,13,23604,Godrej,Semi-Urban,51786
Wardrobe,Metal,Average,0,29484,Urban Ladder,Rural,56871
Wardrobe,Fabric,Average,2,45330,IKEA,Urban,16047
Table,Wood,Good,14,62321,IKEA,Urban,36244
Chair,Glass,Poor,3,52127,Nilkamal,Rural,50858
Bed,Metal,Good,4,18828,Godrej,Semi-Urban,59957
Sofa,Metal,Average,5,7957,Urban Ladder,Rural,5660
Desk,Wood,Average,1,21671,Nilkamal,Semi-Urban,24443
Bed,Metal,Poor,1,61580,Godrej,Rural,51674
Sofa,Glass,Good,5,61550,IKEA,Semi-Urban,58417
Sofa,Wood,Average,4,77232,Urban Ladder,Rural,4024
Wardrobe,Fabric,Excellent,0,81348,Godrej,Rural,50623
Sofa,Wood,Excellent,2,78131,Local,Semi-Urban,48598
Desk,Wood,Average,10,78495,Urban Ladder,Semi-Urban,61564
Sofa,Fabric,Excellent,4,18383,Local,Rural,49346
Table,Glass,Poor,14,11892,Nilkamal,Urban,38656
Bed,Plastic,Average,12,30780,Godrej,Semi-Urban,40113
Table,Plastic,Good,11,22389,Godrej,Urban,26400
Desk,Fabric,Average,11,48081,Godrej,Urban,38793
Sofa,Glass,Poor,1,16095,Godrej,Urban,60522
Cabinet,Metal,Good,0,73757,Urban Ladder,Urban,11211
Desk,Fabric,Poor,8,29634,Local,Rural,38656
Wardrobe,Plastic,Excellent,14,51239,Local,Semi-Urban,69878
Table,Glass,Excellent,4,6677,Nilkamal,Rural,39800
Table,Wood,Excellent,1,46779,Nilkamal,Rural,5976
Chair,Glass,Poor,9,50873,Godrej,Rural,18108
Sofa,Glass,Poor,3,75870,IKEA,Rural,26978
Wardrobe,Plastic,Average,2,47752,IKEA,Rural,48376
Cabinet,Plastic,Good,6,62798,Godrej,Semi-Urban,39681
Table,Metal,Good,0,40932,Local,Rural,49123
Table,Metal,Poor,14,77569,Nilkamal,Rural,43066
Wardrobe,Fabric,Poor,9,68820,Urban Ladder,Rural,49280
Desk,Wood,Excellent,11,59763,IKEA,Urban,46998
Desk,Metal,Poor,11,87355,Nilkamal,Rural,26517
Sofa,Plastic,Excellent,3,43291,IKEA,Semi-Urban,36923
Chair,Glass,Poor,6,81248,Local,Semi-Urban,39669
Table,Fabric,Good,10,35297,Local,Semi-Urban,47499
Chair,Metal,Average,9,33591,Godrej,Urban,16972
Desk,Glass,Poor,12,25968,Godrej,Semi-Urban,46822
Desk,Glass,Excellent,4,27475,IKEA,Urban,37245
Bed,Metal,Average,3,56603,IKEA,Semi-Urban,49111
Cabinet,Wood,Excellent,3,22350,Nilkamal,Urban,27000
Sofa,Wood,Excellent,10,76291,Godrej,Semi-Urban,69061
Bed,Fabric,Average,11,85187,Local,Rural,31046
Cabinet,Wood,Average,13,82739,Nilkamal,Semi-Urban,12718
Bed,Fabric,Average,1,26519,Nilkamal,Semi-Urban,20066
Bed,Plastic,Poor,7,69776,Urban Ladder,Semi-Urban,66136
Sofa,Metal,Average,11,72695,Local,Rural,22036
Sofa,Glass,Poor,3,87409,Nilkamal,Urban,64265
Wardrobe,Fabric,Good,1,13780,Urban Ladder,Urban,59633
Chair,Wood,Good,8,11661,Godrej,Rural,55654
Chair,Fabric,Excellent,13,31512,Local,Rural,34961
Wardrobe,Fabric,Excellent,13,21403,Godrej,Urban,44143
Wardrobe,Wood,Poor,12,45983,Urban Ladder,Urban,32845
Desk,Wood,Excellent,11,45549,Local,Urban,51675
Cabinet,Metal,Good,9,51719,IKEA,Urban,42486
Bed,Glass,Poor,12,73849,IKEA,Urban,35039
Wardrobe,Metal,Poor,6,78788,IKEA,Rural,23387
Table,Metal,Average,14,72853,Nilkamal,Urban,54966
Chair,Wood,Poor,2,28456,IKEA,Urban,52529
Wardrobe,Wood,Excellent,14,61095,Nilkamal,Semi-Urban,51845
Table,Glass,Good,6,11461,Nilkamal,Rural,60280
Table,Fabric,Excellent,0,30945,Urban Ladder,Rural,36734
Table,Metal,Good,11,49690,IKEA,Urban,4687
Desk,Glass,Average,0,73363,Local,Semi-Urban,69034
Desk,Metal,Good,3,81439,Nilkamal,Semi-Urban,42042
Table,Fabric,Average,3,22887,Urban Ladder,Urban,45476
Cabinet,Metal,Excellent,3,33103,Nilkamal,Semi-Urban,69544
Desk,Plastic,Average,8,82936,Local,Urban,1648
Bed,Glass,Poor,5,37843,Local,Rural,52553
Table,Wood,Poor,2,53464,IKEA,Semi-Urban,56506
Bed,Metal,Good,5,82726,Nilkamal,Urban,11932
Bed,Glass,Excellent,1,87204,Local,Urban,45764
Table,Glass,Excellent,1,34869,Godrej,Urban,5757
Chair,Metal,Good,6,50852,Local,Rural,64511
Cabinet,Wood,Poor,13,48301,Local,Semi-Urban,53675
Table,Wood,Average,2,50491,Nilkamal,Rural,7077
Table,Metal,Good,6,50369,Local,Rural,14340
Desk,Glass,Average,2,77531,Urban Ladder,Semi-Urban,66452
Table,Wood,Average,11,50331,Local,Rural,23703
Chair,Metal,Excellent,11,31911,Godrej,Urban,9556
Desk,Metal,Poor,1,9521,Local,Semi-Urban,44273
Sofa,Metal,Average,3,42123,IKEA,Rural,43609
Sofa,Glass,Poor,14,55871,Nilkamal,Semi-Urban,24779
Bed,Wood,Excellent,3,34514,Godrej,Rural,9373
Cabinet,Glass,Good,2,40539,Urban Ladder,Urban,39587
Bed,Plastic,Good,8,38464,Local,Rural,13726
Chair,Wood,Excellent,5,48226,Local,Semi-Urban,56550
Wardrobe,Glass,Excellent,4,49231,Urban Ladder,Rural,35537
Cabinet,Wood,Average,12,74332,Local,Urban,44256
Sofa,Plastic,Excellent,11,36576,IKEA,Urban,39911
Bed,Fabric,Good,11,6293,Godrej,Urban,41525
Sofa,Metal,Poor,5,6459,Local,Rural,55736
Chair,Glass,Poor,12,21803,Urban Ladder,Semi-Urban,27896
Chair,Plastic,Poor,10,72760,Urban Ladder,Rural,60159
Wardrobe,Plastic,Poor,7,10571,Godrej,Rural,54014
Wardrobe,Wood,Excellent,4,28772,IKEA,Rural,31459
Desk,Wood,Excellent,12,56719,Godrej,Semi-Urban,65056
Cabinet,Metal,Poor,14,17171,Local,Urban,69227
Chair,Wood,Excellent,12,78253,IKEA,Urban,65043
Bed,Glass,Average,3,83947,IKEA,Urban,60420
Sofa,Glass,Excellent,6,74773,Urban Ladder,Semi-Urban,60177
Table,Glass,Average,11,12236,IKEA,Rural,44883
Wardrobe,Fabric,Average,13,46113,Local,Rural,61668
Table,Glass,Excellent,4,49927,Local,Rural,4765
Bed,Wood,Poor,3,41087,Local,Semi-Urban,56354
Wardrobe,Wood,Average,13,21251,Nilkamal,Rural,40185
Table,Glass,Excellent,4,16850,IKEA,Semi-Urban,32556
Cabinet,Plastic,Good,10,88236,IKEA,Urban,56903
Bed,Plastic,Poor,3,49003,Local,Urban,69404
Sofa,Plastic,Good,7,86518,Urban Ladder,Semi-Urban,68535
Cabinet,Metal,Average,7,7949,IKEA,Urban,41226
Bed,Fabric,Good,0,33581,Nilkamal,Semi-Urban,35123
Desk,Glass,Excellent,13,75108,IKEA,Rural,18245
Wardrobe,Metal,Poor,11,29553,Godrej,Urban,27748
Chair,Plastic,Average,2,32733,Nilkamal,Urban,65209
Sofa,Glass,Excellent,10,81125,Urban Ladder,Rural,55320
Cabinet,Metal,Poor,3,52790,Nilkamal,Rural,30123
Cabinet,Wood,Average,1,78650,Nilkamal,Semi-Urban,53985
Table,Plastic,Average,13,3645,IKEA,Urban,55048
Wardrobe,Metal,Average,12,74420,Nilkamal,Rural,6568
Chair,Wood,Average,4,26052,Local,Urban,20480
Bed,Plastic,Good,10,80997,Nilkamal,Urban,39358
Chair,Fabric,Good,7,29574,IKEA,Urban,41669
Wardrobe,Plastic,Good,11,85009,Local,Urban,55361
Wardrobe,Fabric,Average,1,50471,Urban Ladder,Semi-Urban,64073
Desk,Fabric,Good,13,50904,Godrej,Rural,54718
Desk,Fabric,Poor,8,83957,Nilkamal,Urban,10582
Chair,Glass,Average,12,62710,Local,Rural,3195
Bed,Glass,Poor,6,8224,Local,Rural,8878
Chair,Fabric,Poor,5,49318,Urban Ladder,Semi-Urban,45720
Wardrobe,Wood,Good,7,41349,Urban Ladder,Semi-Urban,11028
Wardrobe,Fabric,Average,13,64566,Godrej,Urban,63924
Table,Metal,Good,1,56330,Godrej,Urban,1748
Desk,Fabric,Good,13,12435,IKEA,Semi-Urban,11388
Table,Glass,Good,4,72015,Godrej,Rural,16618
Sofa,Glass,Average,3,77673,Godrej,Rural,67724
Wardrobe,Metal,Average,7,61984,Local,Semi-Urban,1723
Table,Metal,Good,12,38401,Nilkamal,Urban,36027
Chair,Plastic,Poor,0,72037,Nilkamal,Urban,21699
Desk,Wood,Poor,11,3889,Godrej,Urban,21255
Desk,Wood,Average,2,11765,IKEA,Semi-Urban,5884
Bed,Wood,Excellent,9,59398,IKEA,Semi-Urban,68487
Chair,Glass,Good,7,17197,Nilkamal,Rural,67346
Bed,Wood,Good,4,39928,Urban Ladder,Semi-Urban,48654
Table,Plastic,Excellent,3,39819,Local,Urban,19006
Cabinet,Plastic,Average,5,54382,Godrej,Rural,29872
Sofa,Wood,Poor,11,57337,Local,Urban,6923
Chair,Metal,Average,4,67322,Godrej,Urban,11341
Chair,Plastic,Poor,2,59527,Godrej,Rural,19466
Chair,Metal,Poor,12,74733,Nilkamal,Urban,16101
Bed,Glass,Average,10,82068,Local,Rural,8284
Table,Plastic,Good,13,5283,Local,Urban,9836
Chair,Metal,Good,4,40752,Urban Ladder,Urban,2566
Cabinet,Wood,Good,3,85531,Urban Ladder,Rural,11268
Chair,Glass,Poor,0,67446,Local,Urban,8682
Desk,Fabric,Good,0,60781,Urban Ladder,Urban,13916
Sofa,Fabric,Poor,13,42605,Urban Ladder,Rural,54805
Desk,Wood,Good,14,49500,Godrej,Rural,46609
Desk,Glass,Average,6,11715,Nilkamal,Rural,60091
Sofa,Glass,Excellent,3,65906,Godrej,Semi-Urban,46246
Cabinet,Glass,Poor,0,83275,Urban Ladder,Urban,13337
Table,Glass,Average,5,25870,Godrej,Rural,2766
Desk,Fabric,Poor,10,35341,Godrej,Urban,67245
Table,Metal,Poor,11,32471,IKEA,Rural,12973
Desk,Glass,Average,14,14590,Godrej,Urban,24242
Wardrobe,Metal,Good,10,21645,Godrej,Urban,62159
Sofa,Glass,Poor,11,4023,Nilkamal,Rural,57909
Desk,Plastic,Excellent,10,27897,Local,Rural,37717
Wardrobe,Plastic,Excellent,10,18437,IKEA,Semi-Urban,3631
Bed,Plastic,Average,0,79854,IKEA,Rural,60292
Wardrobe,Glass,Excellent,7,46791,IKEA,Rural,52347
Chair,Metal,Average,11,34575,IKEA,Rural,28212
Desk,Fabric,Average,12,51198,Nilkamal,Semi-Urban,35496
Wardrobe,Wood,Poor,8,64619,Local,Urban,12254
Table,Fabric,Average,10,13619,Nilkamal,Semi-Urban,5711
Bed,Glass,Average,2,63324,IKEA,Urban,5894
Cabinet,Plastic,Good,6,23141,Local,Rural,21767
Desk,Plastic,Poor,12,69820,Nilkamal,Rural,56847
Chair,Metal,Excellent,14,31094,Local,Rural,35275
Cabinet,Glass,Good,4,17466,Nilkamal,Semi-Urban,42671
Wardrobe,Fabric,Good,2,41121,Local,Semi-Urban,6728
Cabinet,Glass,Poor,4,69439,Nilkamal,Rural,5570
Cabinet,Glass,Poor,9,45137,IKEA,Semi-Urban,5393
Bed,Plastic,Good,6,19365,IKEA,Rural,10704
Cabinet,Fabric,Poor,6,18971,IKEA,Semi-Urban,31991
Cabinet,Wood,Poor,8,46475,Nilkamal,Rural,51855
Desk,Plastic,Average,7,34359,Local,Semi-Urban,22908
Bed,Fabric,Poor,3,36180,Local,Urban,7392
Chair,Metal,Average,14,75175,Urban Ladder,Rural,34688
Wardrobe,Plastic,Good,4,33212,Godrej,Semi-Urban,3757
Bed,Metal,Good,4,54567,IKEA,Semi-Urban,33551
Bed,Plastic,Excellent,9,87506,IKEA,Rural,7579
Sofa,Glass,Poor,11,34356,IKEA,Semi-Urban,54752
Bed,Fabric,Good,1,24955,Urban Ladder,Urban,55243
Sofa,Metal,Average,11,29140,Urban Ladder,Urban,53830
Wardrobe,Plastic,Good,6,60824,Urban Ladder,Semi-Urban,26806
Cabinet,Metal,Poor,6,42325,IKEA,Rural,9054
Desk,Plastic,Excellent,8,79003,Local,Semi-Urban,9870
Desk,Plastic,Excellent,12,58432,IKEA,Semi-Urban,7109
Wardrobe,Wood,Good,8,80568,Urban Ladder,Urban,64791
Wardrobe,Wood,Excellent,3,83662,Urban Ladder,Semi-Urban,15508
Table,Wood,Poor,4,71418,Godrej,Rural,26604
Cabinet,Metal,Poor,6,47703,Nilkamal,Urban,2910
Wardrobe,Glass,Excellent,9,15805,Godrej,Semi-Urban,45059
Bed,Plastic,Average,14,7400,Godrej,Rural,42795
Desk,Fabric,Excellent,6,44614,IKEA,Urban,61479
Chair,Wood,Excellent,10,85100,Nilkamal,Rural,49887
Desk,Metal,Good,9,23509,Nilkamal,Rural,50862
Sofa,Metal,Average,10,69300,IKEA,Rural,11359
Desk,Metal,Excellent,7,23519,Local,Semi-Urban,52106
Table,Fabric,Good,7,66674,IKEA,Urban,17455
Cabinet,Fabric,Good,1,79094,Local,Semi-Urban,22028
Wardrobe,Wood,Good,11,19175,Local,Urban,67476
Cabinet,Fabric,Poor,8,63642,Nilkamal,Rural,24004
